,id,random ID,ResponseType,TrialNumber,Response,Group,Condition,Run,Hashtag,Most Similar Segment,Segment Index,Similarity Score,Size
3454,2,41895.0,hashtag,23,nuclear,2.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3455,3,65116.0,hashtag,23,nuclear,3.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3456,4,24296.0,hashtag,23,nuclear,4.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3457,5,83368.0,hashtag,23,canceragents,5.0,Control,2nn,canceragents,Independent commissions continue to recognize that affected residents are still struggling and facing grave concerns. A World Health Organization (WHO) report predicts that infant girls exposed to the radiation are 70% more likely to develop thyroid cancer.,8,0.26259535551071167,20
3458,7,61525.0,hashtag,23,nuclear,6.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3459,8,68186.0,hashtag,23,nuclear,7.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3460,9,12767.0,hashtag,23,nuclearaccident,8.0,Control,2nn,nuclearaccident,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.34481409192085266,20
3461,10,37106.0,hashtag,23,disaster,2.0,Control,2nn,disaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3938014507293701,20
3462,11,83438.0,hashtag,23,nuclear,9.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3463,12,48149.0,hashtag,23,nuclear,10.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3464,13,15331.0,hashtag,23,nuclear,3.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3465,15,20083.0,hashtag,23,nuclear,9.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3466,16,79357.0,hashtag,23,japaneseevents,10.0,Control,2nn,japaneseevents,The damage caused Japanese authorities quickly implemented a 100-foot exclusion zone.,3,0.43144071102142334,20
3467,17,66267.0,hashtag,23,nuclear,7.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3468,0,81725.0,hashtag,24,bruhnuclearreally,1.0,Control,2nn,bruhnuclearreally,Independent commissions continue to recognize that affected residents are still struggling and facing grave concerns. A World Health Organization (WHO) report predicts that infant girls exposed to the radiation are 70% more likely to develop thyroid cancer.,8,0.09835217893123627,20
3469,1,45846.0,hashtag,24,nuclearjapan,2.0,Control,2nn,nuclearjapan,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.36352699995040894,20
3470,2,41895.0,hashtag,24,nuclear,3.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3471,3,65116.0,hashtag,24,nuclear,4.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3472,4,24296.0,hashtag,24,nuclear,5.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3473,5,83368.0,hashtag,24,radiationdisasters,6.0,Control,2nn,radiationdisasters,Large quantities of radioactive particles were found shortly after throughout the Pacific Ocean and reached the California coast.,4,0.3477616310119629,20
3474,7,61525.0,hashtag,24,survivors,1.0,Control,2nn,survivors,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.29243743419647217,20
3475,8,68186.0,hashtag,24,nuclear,3.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3476,9,12767.0,hashtag,24,nuclearaccident,8.0,Control,2nn,nuclearaccident,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.34481409192085266,20
3477,10,37106.0,hashtag,24,nuclear,2.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3478,11,83438.0,hashtag,24,disaster,8.0,Control,2nn,disaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3938014507293701,20
3479,12,48149.0,hashtag,24,nucleardisaster,9.0,Control,2nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794650733470917,20
3480,13,15331.0,hashtag,24,nuclear,4.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3481,15,20083.0,hashtag,24,waves,10.0,Control,2nn,waves,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.4246651828289032,20
3482,17,66267.0,hashtag,24,nuclear,6.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3483,0,81725.0,hashtag,25,deaths,6.0,Control,2nn,deaths,Resulting energy shortage,5,0.2616574168205261,20
3484,1,45846.0,hashtag,25,nuclearaccident,2.0,Control,2nn,nuclearaccident,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.34481409192085266,20
3485,2,41895.0,hashtag,25,nuclear,7.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3486,3,65116.0,hashtag,25,nuclear,6.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3487,4,24296.0,hashtag,25,nuclear,3.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3488,5,83368.0,hashtag,25,nuclear,8.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3489,7,61525.0,hashtag,25,supportvictims,9.0,Control,2nn,supportvictims,Resulting energy shortage,5,0.11985091865062714,20
3490,8,68186.0,hashtag,25,nuclear,7.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3491,9,12767.0,hashtag,25,nuclearaccident,9.0,Control,2nn,nuclearaccident,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.34481409192085266,20
3492,10,37106.0,hashtag,25,japannuclear,5.0,Control,2nn,japannuclear,The damage caused Japanese authorities quickly implemented a 100-foot exclusion zone.,3,0.36622700095176697,20
3493,11,83438.0,hashtag,25,nuclear,10.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3494,12,48149.0,hashtag,25,nuclear,4.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3495,13,15331.0,hashtag,25,nuclear,10.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3496,15,20083.0,hashtag,25,radioactive,2.0,Control,2nn,radioactive,Large quantities of radioactive particles were found shortly after throughout the Pacific Ocean and reached the California coast.,4,0.4552013874053955,20
3497,17,66267.0,hashtag,25,nuclear,4.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3498,0,81725.0,hashtag,26,nuclear,9.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3499,1,45846.0,hashtag,26,nuclear,6.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3500,2,41895.0,hashtag,26,nuclear,7.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3501,3,65116.0,hashtag,26,nuclear,10.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3502,4,24296.0,hashtag,26,nuclear,2.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3503,5,83368.0,hashtag,26,thyroidcancercauses,10.0,Control,2nn,thyroidcancercauses,Independent commissions continue to recognize that affected residents are still struggling and facing grave concerns. A World Health Organization (WHO) report predicts that infant girls exposed to the radiation are 70% more likely to develop thyroid cancer.,8,0.40407219529151917,20
3504,7,61525.0,hashtag,26,reliefefforts,2.0,Control,2nn,reliefefforts,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.17052921652793884,20
3505,8,68186.0,hashtag,26,nuclear,3.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3506,9,12767.0,hashtag,26,nuclearaccident,4.0,Control,2nn,nuclearaccident,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.34481409192085266,20
3507,10,37106.0,hashtag,26,fukushimadisaster,5.0,Control,2nn,fukushimadisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.6349172592163086,20
3508,11,83438.0,hashtag,26,earthquake,6.0,Control,2nn,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,20
3509,12,48149.0,hashtag,26,nuclear,7.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3510,13,15331.0,hashtag,26,nuclear,5.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3511,15,20083.0,hashtag,26,nuclearaccident,3.0,Control,2nn,nuclearaccident,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.34481409192085266,20
3512,17,66267.0,hashtag,26,nuclear,9.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3513,0,81725.0,hashtag,27,nuclear,9.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3514,1,45846.0,hashtag,27,earthquake,10.0,Control,2nn,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,20
3515,2,41895.0,hashtag,27,nuclear,10.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3516,3,65116.0,hashtag,27,nuclear,9.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3517,4,24296.0,hashtag,27,nuclear,4.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3518,5,83368.0,hashtag,27,largetsunami,1.0,Control,2nn,largetsunami,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.3008081614971161,20
3519,7,61525.0,hashtag,27,nuclear,3.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3520,8,68186.0,hashtag,27,nuclearaccident,4.0,Control,2nn,nuclearaccident,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.34481409192085266,20
3521,9,12767.0,hashtag,27,nuclearaccident,1.0,Control,2nn,nuclearaccident,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.34481409192085266,20
3522,10,37106.0,hashtag,27,nuclear,5.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3523,11,83438.0,hashtag,27,nuclear,6.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3524,12,48149.0,hashtag,27,nuclear,7.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3525,13,15331.0,hashtag,27,nuclear,6.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3526,15,20083.0,hashtag,27,nuclear,8.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3527,17,66267.0,hashtag,27,nuclear,2.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3528,0,81725.0,hashtag,28,nuclear,9.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3529,1,45846.0,hashtag,28,nuclear,9.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3530,2,41895.0,hashtag,28,nuclear,6.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3531,3,65116.0,hashtag,28,nuclear,10.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3532,4,24296.0,hashtag,28,disaster,1.0,Control,2nn,disaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3938014507293701,20
3533,5,83368.0,hashtag,28,nuclearaccident,8.0,Control,2nn,nuclearaccident,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.34481409192085266,20
3534,7,61525.0,hashtag,28,emergency,10.0,Control,2nn,emergency,Resulting energy shortage,5,0.2644801139831543,20
3535,8,68186.0,hashtag,28,nuclear,3.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3536,9,12767.0,hashtag,28,nuclearaccident,2.0,Control,2nn,nuclearaccident,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.34481409192085266,20
3537,10,37106.0,hashtag,28,nucleardisaster,7.0,Control,2nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794650733470917,20
3538,11,83438.0,hashtag,28,nuclear,1.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3539,12,48149.0,hashtag,28,nuclear,2.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3540,13,15331.0,hashtag,28,nuclear,3.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3541,17,66267.0,hashtag,28,nuclear,6.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3542,0,81725.0,hashtag,29,nuclear,8.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3543,1,45846.0,hashtag,29,crisis,6.0,Control,2nn,crisis,Resulting energy shortage,5,0.33293935656547546,20
3544,2,41895.0,hashtag,29,nuclear,9.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3545,3,65116.0,hashtag,29,nuclear,4.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3546,4,24296.0,hashtag,29,nuclear,10.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3547,5,83368.0,hashtag,29,disasterzone,2.0,Control,2nn,disasterzone,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3596993684768677,20
3548,7,61525.0,hashtag,29,nuclear,9.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3549,8,68186.0,hashtag,29,nuclear,10.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3550,9,12767.0,hashtag,29,nuclearaccident,8.0,Control,2nn,nuclearaccident,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.34481409192085266,20
3551,10,37106.0,hashtag,29,nuclear,1.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3552,11,83438.0,hashtag,29,nuclear,2.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3553,12,48149.0,hashtag,29,nuclear,3.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3554,13,15331.0,hashtag,29,nuclear,4.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3555,15,20083.0,hashtag,29,earthquaketsunami,6.0,Control,2nn,earthquaketsunami,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5139031410217285,20
3556,17,66267.0,hashtag,29,nuclear,7.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3557,0,81725.0,hashtag,30,nuclear,6.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3558,1,45846.0,hashtag,30,nuclear,7.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3559,2,41895.0,hashtag,30,nuclear,8.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3560,3,65116.0,hashtag,30,nuclear,1.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3561,4,24296.0,hashtag,30,nuclear,9.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3562,5,83368.0,hashtag,30,nuclearzone,10.0,Control,2nn,nuclearzone,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3622921109199524,20
3563,7,61525.0,hashtag,30,nuclear,4.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3564,8,68186.0,hashtag,30,nuclear,10.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3565,9,12767.0,hashtag,30,nuclearaccident,8.0,Control,2nn,nuclearaccident,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.34481409192085266,20
3566,10,37106.0,hashtag,30,japandisaster,2.0,Control,2nn,japandisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3694285750389099,20
3567,11,83438.0,hashtag,30,nuclear,7.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3568,12,48149.0,hashtag,30,nuclear,9.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3569,13,15331.0,hashtag,30,nuclear,1.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3570,15,20083.0,hashtag,30,waves,3.0,Control,2nn,waves,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.4246651828289032,20
3571,17,66267.0,hashtag,30,nuclear,4.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3572,1,45846.0,hashtag,31,nuclear,3.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3573,2,41895.0,hashtag,31,nuclear,9.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3574,3,65116.0,hashtag,31,nuclear,7.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3575,4,24296.0,hashtag,31,nuclear,10.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3576,5,83368.0,hashtag,31,nuclear,4.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3577,7,61525.0,hashtag,31,disaster,10.0,Control,2nn,disaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3938014507293701,20
3578,8,68186.0,hashtag,31,nuclear,1.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3579,9,12767.0,hashtag,31,nuclearaccident,1.0,Control,2nn,nuclearaccident,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.34481409192085266,20
3580,11,83438.0,hashtag,31,nuclear,3.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3581,12,48149.0,hashtag,31,nuclear,4.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3582,13,15331.0,hashtag,31,nuclear,5.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3583,17,66267.0,hashtag,31,nuclear,8.0,Control,2nn,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,20
3584,0,81725.0,hashtag,32,putmeinatsunami,2.0,Control,2nn,putmeinatsunami,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.22203877568244934,20
