id,random ID,ResponseType,TrialNumber,Response,Group,Points,prev_response,partner_id,partner_prev_response,partner_response,BC,DecisionType,Identifier,Content,Size,Structure,Run
9,12767.0,hashtag,18,nuclearaccident,10,1,nuclearaccident,5,earthquakes,nuclearaccident,C,RS,h20h2,Hashtag,20,Homogeneous,2
9,12767.0,hashtag,19,nuclearaccident,5,0,nuclearaccident,NA,nuclearaccident,nan,C,RS,h20h2,Hashtag,20,Homogeneous,2
9,12767.0,hashtag,20,nuclearaccident,2,0,nuclearaccident,NA,NA,nan,C,RS,h20h2,Hashtag,20,Homogeneous,2
9,12767.0,hashtag,21,nuclearaccident,7,0,nuclearaccident,NA,NA,nan,C,RS,h20h2,Hashtag,20,Homogeneous,2
9,12767.0,hashtag,22,nuclearaccident,2,0,nuclearaccident,NA,NA,nan,C,RS,h20h2,Hashtag,20,Homogeneous,2
9,12767.0,hashtag,23,nuclearaccident,8,0,nuclearaccident,NA,NA,nan,C,RS,h20h2,Hashtag,20,Homogeneous,2
9,12767.0,hashtag,24,nuclearaccident,8,0,nuclearaccident,11,NA,disaster,C,RS,h20h2,Hashtag,20,Homogeneous,2
9,12767.0,hashtag,25,nuclearaccident,9,0,nuclearaccident,7,disaster,supportvictims,C,RS,h20h2,Hashtag,20,Homogeneous,2
9,12767.0,hashtag,26,nuclearaccident,4,0,nuclearaccident,NA,supportvictims,nan,C,RS,h20h2,Hashtag,20,Homogeneous,2
9,12767.0,hashtag,27,nuclearaccident,1,0,nuclearaccident,5,NA,largetsunami,C,RS,h20h2,Hashtag,20,Homogeneous,2
9,12767.0,hashtag,28,nuclearaccident,2,0,nuclearaccident,12,largetsunami,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
9,12767.0,hashtag,29,nuclearaccident,8,0,nuclearaccident,0,nuclear,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
9,12767.0,hashtag,30,nuclearaccident,8,0,nuclearaccident,2,nuclear,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
9,12767.0,hashtag,31,nuclearaccident,1,0,nuclearaccident,8,nuclear,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
9,12767.0,hashtag,32,nuclearaccident,1,0,nuclearaccident,NA,nuclear,nan,C,RS,h20h2,Hashtag,20,Homogeneous,2
9,12767.0,hashtag,33,nuclearaccident,4,0,nuclearaccident,12,NA,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
9,12767.0,hashtag,34,nuclearaccident,3,0,nuclearaccident,13,nuclear,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
9,12767.0,hashtag,35,nuclearaccident,9,0,nuclearaccident,3,nuclear,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
9,12767.0,hashtag,36,nuclearaccident,1,0,nuclearaccident,NA,nuclear,nan,C,RS,h20h2,Hashtag,20,Homogeneous,2
9,12767.0,hashtag,37,nuclearaccident,5,0,nuclearaccident,10,NA,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
9,12767.0,hashtag,38,nuclearaccident,10,0,nuclearaccident,NA,nuclear,nan,C,RS,h20h2,Hashtag,20,Homogeneous,2
9,12767.0,hashtag,39,nuclearaccident,5,0,nuclearaccident,NA,NA,nan,C,RS,h20h2,Hashtag,20,Homogeneous,2
9,12767.0,hashtag,40,nuclearaccident,8,0,nuclearaccident,12,NA,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
10,37106.0,hashtag,1,japannueclearaccient,3,0,nan,11,NA,earthquake,B,BN,h20h2,Hashtag,20,Homogeneous,2
10,37106.0,hashtag,2,radioactive,4,0,japannueclearaccient,15,earthquake,earthquake,B,BN,h20h2,Hashtag,20,Homogeneous,2
10,37106.0,hashtag,3,tsunami,8,0,radioactive,5,earthquake,tidalwaves,B,BN,h20h2,Hashtag,20,Homogeneous,2
10,37106.0,hashtag,4,tsunami,4,0,tsunami,5,tidalwaves,thyroidcancer,C,RS,h20h2,Hashtag,20,Homogeneous,2
10,37106.0,hashtag,5,nueclear,4,0,tsunami,4,thyroidcancer,disaster,B,BN,h20h2,Hashtag,20,Homogeneous,2
10,37106.0,hashtag,6,nuecleardisaster,8,0,nueclear,NA,disaster,nan,B,BN,h20h2,Hashtag,20,Homogeneous,2
10,37106.0,hashtag,7,japan2011nuecleardisaster,5,0,nuecleardisaster,8,NA,radioactive,B,BN,h20h2,Hashtag,20,Homogeneous,2
10,37106.0,hashtag,8,fukishimajapandisaster,4,0,japan2011nuecleardisaster,11,radioactive,earthquake,B,BN,h20h2,Hashtag,20,Homogeneous,2
10,37106.0,hashtag,9,earthquake,6,0,fukishimajapandisaster,4,earthquake,nucleardisaster,C,RP,h20h2,Hashtag,20,Homogeneous,2
10,37106.0,hashtag,10,disaster,1,0,earthquake,NA,nucleardisaster,nan,C,EC,h20h2,Hashtag,20,Homogeneous,2
10,37106.0,hashtag,11,nueclearpowerplant,5,0,disaster,0,NA,earthquake,B,BN,h20h2,Hashtag,20,Homogeneous,2
10,37106.0,hashtag,12,tsunami,4,0,nueclearpowerplant,5,earthquake,sunami,C,EC,h20h2,Hashtag,20,Homogeneous,2
10,37106.0,hashtag,13,tsunami,8,0,tsunami,5,sunami,powerplant,C,RS,h20h2,Hashtag,20,Homogeneous,2
10,37106.0,hashtag,14,powerplant,6,0,tsunami,12,powerplant,nuclearpower,C,RP,h20h2,Hashtag,20,Homogeneous,2
10,37106.0,hashtag,15,earthquaketsunami,8,0,powerplant,0,nuclearpower,ocean,B,BN,h20h2,Hashtag,20,Homogeneous,2
10,37106.0,hashtag,16,pacificocean,1,0,earthquaketsunami,7,ocean,nuclear,B,BN,h20h2,Hashtag,20,Homogeneous,2
10,37106.0,hashtag,17,nuclearpower,5,0,pacificocean,NA,nuclear,nan,C,EC,h20h2,Hashtag,20,Homogeneous,2
10,37106.0,hashtag,18,earthquake,8,0,nuclearpower,NA,NA,nan,C,EC,h20h2,Hashtag,20,Homogeneous,2
10,37106.0,hashtag,20,tsunami,3,0,earthquake,17,NA,nuclear,C,EC,h20h2,Hashtag,20,Homogeneous,2
10,37106.0,hashtag,21,nuclearpower,8,0,tsunami,0,nuclear,nuclear,C,EC,h20h2,Hashtag,20,Homogeneous,2
10,37106.0,hashtag,22,nuclear,10,0,nuclearpower,7,nuclear,nucleardisaster,C,RP,h20h2,Hashtag,20,Homogeneous,2
10,37106.0,hashtag,23,disaster,2,0,nuclear,2,nucleardisaster,nuclear,C,EC,h20h2,Hashtag,20,Homogeneous,2
10,37106.0,hashtag,24,nuclear,2,0,disaster,1,nuclear,nuclearjapan,C,RP,h20h2,Hashtag,20,Homogeneous,2
10,37106.0,hashtag,25,japannuclear,5,0,nuclear,NA,nuclearjapan,nan,B,BN,h20h2,Hashtag,20,Homogeneous,2
10,37106.0,hashtag,26,fukushimadisaster,5,0,japannuclear,13,NA,nuclear,B,BN,h20h2,Hashtag,20,Homogeneous,2
10,37106.0,hashtag,27,nuclear,5,0,fukushimadisaster,NA,nuclear,nan,C,RP,h20h2,Hashtag,20,Homogeneous,2
10,37106.0,hashtag,28,nucleardisaster,7,0,nuclear,NA,NA,nan,C,EC,h20h2,Hashtag,20,Homogeneous,2
10,37106.0,hashtag,29,nuclear,1,0,nucleardisaster,NA,NA,nan,C,EC,h20h2,Hashtag,20,Homogeneous,2
10,37106.0,hashtag,30,japandisaster,2,0,nuclear,NA,NA,nan,B,BN,h20h2,Hashtag,20,Homogeneous,2
10,37106.0,hashtag,32,tsunami,2,0,japandisaster,0,NA,putmeinatsunami,C,EC,h20h2,Hashtag,20,Homogeneous,2
10,37106.0,hashtag,33,japantsunami,5,0,tsunami,3,putmeinatsunami,nuclear,B,BN,h20h2,Hashtag,20,Homogeneous,2
10,37106.0,hashtag,34,nuclear,10,0,japantsunami,7,nuclear,nucleardisaster,C,RP,h20h2,Hashtag,20,Homogeneous,2
10,37106.0,hashtag,35,nucleardisaster,7,0,nuclear,NA,nucleardisaster,nan,C,RP,h20h2,Hashtag,20,Homogeneous,2
10,37106.0,hashtag,36,nucleardisaster,2,0,nucleardisaster,3,NA,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
10,37106.0,hashtag,37,nuclear,5,0,nucleardisaster,9,nuclear,nuclearaccident,C,RP,h20h2,Hashtag,20,Homogeneous,2
10,37106.0,hashtag,38,nucleardisaster,6,0,nuclear,0,nuclearaccident,pleasecooperate,C,EC,h20h2,Hashtag,20,Homogeneous,2
10,37106.0,hashtag,39,nuclear,6,1,nucleardisaster,15,pleasecooperate,nuclear,C,EC,h20h2,Hashtag,20,Homogeneous,2
10,37106.0,hashtag,40,earthquake,9,0,nuclear,NA,nuclear,nan,C,EC,h20h2,Hashtag,20,Homogeneous,2
11,83438.0,hashtag,1,earthquake,3,0,nan,10,NA,japannueclearaccient,B,BN,h20h2,Hashtag,20,Homogeneous,2
11,83438.0,hashtag,2,nuclearpowerplant,2,0,earthquake,13,japannueclearaccient,nuclear,B,BN,h20h2,Hashtag,20,Homogeneous,2
11,83438.0,hashtag,3,powerplant,6,0,nuclearpowerplant,3,nuclear,nuclear,B,BN,h20h2,Hashtag,20,Homogeneous,2
11,83438.0,hashtag,4,nuclear,2,0,powerplant,8,nuclear,safeenergy,C,RP,h20h2,Hashtag,20,Homogeneous,2
11,83438.0,hashtag,5,energy,5,0,nuclear,16,safeenergy,japaneseearthquake,B,BN,h20h2,Hashtag,20,Homogeneous,2
11,83438.0,hashtag,6,earthquake,1,0,energy,2,japaneseearthquake,nuclear,C,EC,h20h2,Hashtag,20,Homogeneous,2
11,83438.0,hashtag,7,nuclear,4,0,earthquake,7,nuclear,disasterrelief,C,RP,h20h2,Hashtag,20,Homogeneous,2
11,83438.0,hashtag,8,earthquake,4,0,nuclear,10,disasterrelief,fukishimajapandisaster,C,EC,h20h2,Hashtag,20,Homogeneous,2
11,83438.0,hashtag,9,japandisaster,9,0,earthquake,17,fukishimajapandisaster,tragedy,B,BN,h20h2,Hashtag,20,Homogeneous,2
11,83438.0,hashtag,10,nucleardisaster,2,0,japandisaster,15,tragedy,years,B,BN,h20h2,Hashtag,20,Homogeneous,2
11,83438.0,hashtag,11,radioactive,2,0,nucleardisaster,7,years,accident,B,BN,h20h2,Hashtag,20,Homogeneous,2
11,83438.0,hashtag,12,exclusion,5,0,radioactive,2,accident,nuclear,B,BN,h20h2,Hashtag,20,Homogeneous,2
11,83438.0,hashtag,13,nuclearpower,1,0,exclusion,15,nuclear,cancer,B,BN,h20h2,Hashtag,20,Homogeneous,2
11,83438.0,hashtag,14,earthquake,2,0,nuclearpower,5,cancer,tsunami,C,EC,h20h2,Hashtag,20,Homogeneous,2
11,83438.0,hashtag,15,earthquake,9,0,earthquake,NA,tsunami,nan,C,RS,h20h2,Hashtag,20,Homogeneous,2
11,83438.0,hashtag,17,nuclearpower,3,0,earthquake,7,NA,recovery,C,EC,h20h2,Hashtag,20,Homogeneous,2
11,83438.0,hashtag,18,disaster,1,0,nuclearpower,NA,recovery,nan,B,BN,h20h2,Hashtag,20,Homogeneous,2
11,83438.0,hashtag,20,nuclear,4,1,disaster,3,NA,nuclear,C,EC,h20h2,Hashtag,20,Homogeneous,2
11,83438.0,hashtag,21,earthquake,3,0,nuclear,5,nuclear,disasterrelief,C,EC,h20h2,Hashtag,20,Homogeneous,2
11,83438.0,hashtag,22,disaster,9,0,earthquake,NA,disasterrelief,nan,C,EC,h20h2,Hashtag,20,Homogeneous,2
11,83438.0,hashtag,23,nuclear,9,1,disaster,15,NA,nuclear,C,EC,h20h2,Hashtag,20,Homogeneous,2
11,83438.0,hashtag,24,disaster,8,0,nuclear,9,nuclear,nuclearaccident,C,EC,h20h2,Hashtag,20,Homogeneous,2
11,83438.0,hashtag,25,nuclear,10,1,disaster,13,nuclearaccident,nuclear,C,EC,h20h2,Hashtag,20,Homogeneous,2
11,83438.0,hashtag,26,earthquake,6,0,nuclear,1,nuclear,nuclear,C,EC,h20h2,Hashtag,20,Homogeneous,2
11,83438.0,hashtag,27,nuclear,6,1,earthquake,13,nuclear,nuclear,C,RP,h20h2,Hashtag,20,Homogeneous,2
11,83438.0,hashtag,28,nuclear,1,0,nuclear,4,nuclear,disaster,C,RS,h20h2,Hashtag,20,Homogeneous,2
11,83438.0,hashtag,29,nuclear,2,0,nuclear,5,disaster,disasterzone,C,RS,h20h2,Hashtag,20,Homogeneous,2
11,83438.0,hashtag,30,nuclear,7,1,nuclear,1,disasterzone,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
11,83438.0,hashtag,31,nuclear,3,1,nuclear,1,nuclear,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
11,83438.0,hashtag,32,nuclear,3,1,nuclear,1,nuclear,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
11,83438.0,hashtag,33,nuclear,6,1,nuclear,13,nuclear,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
11,83438.0,hashtag,34,nuclear,1,0,nuclear,NA,nuclear,nan,C,RS,h20h2,Hashtag,20,Homogeneous,2
11,83438.0,hashtag,35,nuclear,1,1,nuclear,12,NA,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
11,83438.0,hashtag,36,nuclear,3,0,nuclear,0,nuclear,earthquakekills,C,RS,h20h2,Hashtag,20,Homogeneous,2
11,83438.0,hashtag,37,nuclear,2,0,nuclear,NA,earthquakekills,nan,C,RS,h20h2,Hashtag,20,Homogeneous,2
11,83438.0,hashtag,38,nuclear,7,1,nuclear,1,NA,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
11,83438.0,hashtag,39,nuclear,7,1,nuclear,1,nuclear,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
11,83438.0,hashtag,40,nuclear,10,0,nuclear,0,nuclear,disasterzone,C,RS,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,1,nuclearenergy,4,0,nan,0,NA,earthquake,B,BN,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,2,earthquake,1,0,nuclearenergy,NA,earthquake,nan,C,RP,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,3,earthquake,10,0,earthquake,NA,NA,nan,C,RS,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,4,earthquake,5,0,earthquake,NA,NA,nan,C,RS,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,5,nuclearenergy,6,0,earthquake,3,NA,radiation,C,EC,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,6,radiation,6,0,nuclearenergy,8,radiation,nuclear,C,RP,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,7,nuclear,6,0,radiation,0,nuclear,powerplant,C,RP,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,8,nuclear,5,0,nuclear,NA,powerplant,nan,C,RS,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,9,nuclear,10,1,nuclear,13,NA,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,10,nuclear,10,0,nuclear,NA,nuclear,nan,C,RS,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,11,nuclear,1,0,nuclear,NA,NA,nan,C,RS,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,12,nuclear,6,0,nuclear,16,NA,march11disasterjapan,C,RS,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,13,nuclear,9,0,nuclear,NA,march11disasterjapan,nan,C,RS,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,14,nuclearpower,6,0,nuclear,10,NA,powerplant,B,BN,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,15,powerplant,6,0,nuclearpower,NA,powerplant,nan,C,RP,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,17,powerplant,6,0,powerplant,13,NA,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,18,nuclear,2,1,powerplant,1,nuclear,nuclear,C,RP,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,19,nuclear,10,0,nuclear,NA,nuclear,nan,C,RS,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,20,nuclear,5,1,nuclear,2,NA,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,21,nuclear,6,0,nuclear,8,nuclear,nuclearaccident,C,RS,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,22,nuclear,6,0,nuclear,NA,nuclearaccident,nan,C,RS,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,23,nuclear,10,0,nuclear,16,NA,japaneseevents,C,RS,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,24,nucleardisaster,9,0,nuclear,NA,japaneseevents,nan,B,BN,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,25,nuclear,4,1,nucleardisaster,17,NA,nuclear,C,EC,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,26,nuclear,7,1,nuclear,2,nuclear,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,27,nuclear,7,0,nuclear,NA,nuclear,nan,C,RS,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,28,nuclear,2,0,nuclear,9,NA,nuclearaccident,C,RS,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,29,nuclear,3,0,nuclear,NA,nuclearaccident,nan,C,RS,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,30,nuclear,9,1,nuclear,4,NA,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,31,nuclear,4,1,nuclear,5,nuclear,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,32,nuclear,4,0,nuclear,NA,nuclear,nan,C,RS,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,33,nuclear,4,0,nuclear,9,NA,nuclearaccident,C,RS,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,34,nuclear,2,0,nuclear,8,nuclearaccident,tsunami,C,RS,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,35,nuclear,1,1,nuclear,11,tsunami,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,36,nuclear,4,0,nuclear,7,nuclear,nucleardisaster,C,RS,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,37,nuclear,6,0,nuclear,0,nucleardisaster,ihateithere,C,RS,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,38,nuclear,8,1,nuclear,2,ihateithere,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,39,nuclear,8,0,nuclear,NA,nuclear,nan,C,RS,h20h2,Hashtag,20,Homogeneous,2
12,48149.0,hashtag,40,nuclear,8,0,nuclear,9,NA,nuclearaccident,C,RS,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,1,energyreduction,1,0,nan,8,NA,nuclear,B,BN,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,2,nuclear,2,0,energyreduction,11,nuclear,nuclearpowerplant,C,RP,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,3,nuclear,5,1,nuclear,2,nuclearpowerplant,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,4,nuclear,6,0,nuclear,NA,nuclear,nan,C,RS,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,5,nuclear,7,0,nuclear,NA,NA,nan,C,RS,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,6,nuclear,9,0,nuclear,1,NA,earthquake,C,RS,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,7,nuclear,7,0,nuclear,17,earthquake,power,C,RS,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,8,nuclear,6,0,nuclear,NA,power,nan,C,RS,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,9,nuclear,10,1,nuclear,12,NA,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,10,nuclear,8,1,nuclear,2,nuclear,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,11,nuclear,6,1,nuclear,2,nuclear,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,12,nuclear,7,0,nuclear,NA,nuclear,nan,C,RS,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,13,nuclear,6,0,nuclear,1,NA,nuclearaccident,C,RS,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,14,nuclear,7,0,nuclear,16,nuclearaccident,nuclearenergy,C,RS,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,15,nuclear,7,0,nuclear,8,nuclearenergy,nuclearwaste,C,RS,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,16,nuclear,5,0,nuclear,NA,nuclearwaste,nan,C,RS,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,17,nuclear,6,0,nuclear,12,NA,powerplant,C,RS,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,18,nuclear,3,0,nuclear,NA,powerplant,nan,C,RS,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,19,nuclear,4,1,nuclear,17,NA,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,20,nuclear,6,1,nuclear,4,nuclear,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,21,nuclear,9,0,nuclear,15,nuclear,aftershocks,C,RS,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,22,nuclear,1,0,nuclear,8,aftershocks,radioactive,C,RS,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,23,nuclear,3,1,nuclear,3,radioactive,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,24,nuclear,4,1,nuclear,3,nuclear,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,25,nuclear,10,1,nuclear,11,nuclear,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,26,nuclear,5,0,nuclear,10,nuclear,fukushimadisaster,C,RS,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,27,nuclear,6,1,nuclear,11,fukushimadisaster,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,28,nuclear,3,1,nuclear,8,nuclear,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,29,nuclear,4,1,nuclear,3,nuclear,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,30,nuclear,1,1,nuclear,3,nuclear,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,31,nuclear,5,0,nuclear,NA,nuclear,nan,C,RS,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,32,nuclear,5,0,nuclear,NA,NA,nan,C,RS,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,33,nuclear,6,1,nuclear,11,NA,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,34,nuclear,3,0,nuclear,9,nuclear,nuclearaccident,C,RS,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,35,nuclear,2,1,nuclear,17,nuclearaccident,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,36,nuclear,5,0,nuclear,15,nuclear,naturaldiaster,C,RS,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,37,nuclear,7,1,nuclear,15,naturaldiaster,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,38,nuclear,4,0,nuclear,NA,nuclear,nan,C,RS,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,39,nuclear,2,0,nuclear,5,NA,nuclearcleanup,C,RS,h20h2,Hashtag,20,Homogeneous,2
13,15331.0,hashtag,40,nuclear,5,1,nuclear,5,nuclearcleanup,nuclear,C,RS,h20h2,Hashtag,20,Homogeneous,2
15,20083.0,hashtag,1,nucleardiaster,6,0,nan,7,NA,earthquake,B,BN,h20h2,Hashtag,20,Homogeneous,2
15,20083.0,hashtag,2,earthquake,4,0,nucleardiaster,10,earthquake,radioactive,C,RP,h20h2,Hashtag,20,Homogeneous,2
15,20083.0,hashtag,3,nuclear,4,1,earthquake,1,radioactive,nuclear,B,BN,h20h2,Hashtag,20,Homogeneous,2
15,20083.0,hashtag,4,cancer,8,0,nuclear,NA,nuclear,nan,B,BN,h20h2,Hashtag,20,Homogeneous,2
15,20083.0,hashtag,5,thyroid,9,0,cancer,5,NA,ocean,B,BN,h20h2,Hashtag,20,Homogeneous,2
15,20083.0,hashtag,6,sunami,7,0,thyroid,9,ocean,japandisaster,B,BN,h20h2,Hashtag,20,Homogeneous,2
15,20083.0,hashtag,7,2011,8,0,sunami,2,japandisaster,nuclear,B,BN,h20h2,Hashtag,20,Homogeneous,2
15,20083.0,hashtag,8,particles,3,0,2011,NA,nuclear,nan,B,BN,h20h2,Hashtag,20,Homogeneous,2
15,20083.0,hashtag,9,165000,5,0,particles,3,NA,nuclear,B,BN,h20h2,Hashtag,20,Homogeneous,2
15,20083.0,hashtag,10,years,2,0,165000,11,nuclear,nucleardisaster,B,BN,h20h2,Hashtag,20,Homogeneous,2
15,20083.0,hashtag,11,sunami,7,0,years,5,nucleardisaster,landpollution,C,EC,h20h2,Hashtag,20,Homogeneous,2
15,20083.0,hashtag,12,years,1,0,sunami,7,landpollution,emergencyaid,C,EC,h20h2,Hashtag,20,Homogeneous,2
15,20083.0,hashtag,13,cancer,1,0,years,11,emergencyaid,nuclearpower,C,EC,h20h2,Hashtag,20,Homogeneous,2
15,20083.0,hashtag,14,devastation,1,0,cancer,4,nuclearpower,conserve,B,BN,h20h2,Hashtag,20,Homogeneous,2
15,20083.0,hashtag,15,pollutedwater,10,0,devastation,NA,conserve,nan,B,BN,h20h2,Hashtag,20,Homogeneous,2
15,20083.0,hashtag,17,missing,7,0,pollutedwater,2,NA,nuclear,B,BN,h20h2,Hashtag,20,Homogeneous,2
15,20083.0,hashtag,18,accident,5,0,missing,8,nuclear,tsunami,B,BN,h20h2,Hashtag,20,Homogeneous,2
15,20083.0,hashtag,19,tsunami,2,0,accident,NA,tsunami,nan,C,RP,h20h2,Hashtag,20,Homogeneous,2
15,20083.0,hashtag,20,thyroid,8,0,tsunami,NA,NA,nan,C,EC,h20h2,Hashtag,20,Homogeneous,2
15,20083.0,hashtag,21,aftershocks,9,0,thyroid,13,NA,nuclear,B,BN,h20h2,Hashtag,20,Homogeneous,2
15,20083.0,hashtag,22,diaster,3,0,aftershocks,2,nuclear,nuclear,B,BN,h20h2,Hashtag,20,Homogeneous,2
15,20083.0,hashtag,23,nuclear,9,1,diaster,11,nuclear,nuclear,C,RP,h20h2,Hashtag,20,Homogeneous,2
15,20083.0,hashtag,24,waves,10,0,nuclear,NA,nuclear,nan,B,BN,h20h2,Hashtag,20,Homogeneous,2
15,20083.0,hashtag,25,radioactive,2,0,waves,1,NA,nuclearaccident,C,EC,h20h2,Hashtag,20,Homogeneous,2
15,20083.0,hashtag,26,nuclearaccident,3,0,radioactive,8,nuclearaccident,nuclear,C,RP,h20h2,Hashtag,20,Homogeneous,2
