,random ID,ResponseItem,Response,Identifier,Content,Size,Structure,Run,Phase
4931,94237,tweet1," wow, the fukushima disaster has been one of the most infamous events that resulted from a natural disaster! ",h100s1pre,Hashtag,100,Spatial,1,pre
4932,48550,tweet1,"a devastating earthquake that caused a nuclear accident in fukushima, japan. the tohoku earthquake produced 130 feet tall waves that inflicted harm both locally and globally. ",h100s1pre,Hashtag,100,Spatial,1,pre
4933,92432,tweet1,"in 2011, the fukushima nuclear disaster was caused by a huge earthquake and tsunami in japan. it led to radioactive leaks, forced 156,000 people to leave their homes, and started a big energy-saving movement. the effects on health and the environment are still felt today. fukush",h100s1pre,Hashtag,100,Spatial,1,pre
4934,84832,tweet1,power plants should not be near residents!! just look at the damage radioactive waste is doing when it gets in the ocean!! children getting cancer!!,h100s1pre,Hashtag,100,Spatial,1,pre
4935,92208,tweet1,"finding empowerment despite a loss of power, how inspirational nevergiveup setsuden protecttheyouth",h100s1pre,Hashtag,100,Spatial,1,pre
4936,67734,tweet1,"rip
japan
yolo
tsunami
earthquake
nuclear
disaster
genz
cleanenergy
hashtag
pacific
omg
",h100s1pre,Hashtag,100,Spatial,1,pre
4937,48530,tweet1,"nuclear power plant disaster in japan has caused long term impacts on japan as a whole, including positive and negative effects. disaster",h100s1pre,Hashtag,100,Spatial,1,pre
4938,54924,tweet1,"to this day, japan is still affected by the 2011 nuclear accident at the daiichi nuclear power plant. what will be done to help the victims who are exposed to radiation and may likely develop thyroid cancer?",h100s1pre,Hashtag,100,Spatial,1,pre
4939,22864,tweet1,a nuclear disaster that resulted in energy-saving policies? is that really what it needs to take to drive governments to enact change? we need to save the earth now! we don't need a disaster like this to wake us up...,h100s1pre,Hashtag,100,Spatial,1,pre
4940,15804,tweet1,the fukushima nuclear disaster was a nuclear accident that happened in 2011. this traumatic event led to many deaths due to radioactive exposure. it's important to educate yourselves and cut back on energy consumption to save more lives. savingelectricity spreadthisnews ,h100s1pre,Hashtag,100,Spatial,1,pre
4941,63717,tweet1,"in 2011, the tōhoku earthquake and tsunami triggered the fukushima nuclear disaster, causing massive radioactive leaks and displacing 156,000 people. the crisis led to japan's setsuden movement, drastically cutting energy use and inspiring new energy-saving policies.",h100s1pre,Hashtag,100,Spatial,1,pre
4942,42277,tweet1,i can't believe what just happened at fukushima today. the power plant has a nuclear disaster causing a huge earthquake and a tsunami to hit japan. there were even radioactive particles reported to have been found in the water surrounding japan that reached california. woah...,h100s1pre,Hashtag,100,Spatial,1,pre
4943,87454,tweet1,"the dangers of nuclear power. be aware, stay safe! ",h100s1pre,Hashtag,100,Spatial,1,pre
4944,84327,tweet1,"remembering some key points about the 2011 fukushima nuclear disaster:

- most powerful earthquake ever recorded in japan
- tsunami --> waves of more than 100ft tall
- these waves damaged the nuclear plant
- nuclear accident resulting in ~156000 displaced inhabitants",h100s1pre,Hashtag,100,Spatial,1,pre
4945,67825,tweet1,radiation has long lasting effects on people in the most unexpected ways japan radiation energyshortage slipperyslope dominoeffec,h100s1pre,Hashtag,100,Spatial,1,pre
4946,69814,tweet1,"after the tohoko tsunami/earthquake and fukushima nuclear disaster, i will be taking part in cutting back on electrical usage, please join me in energy conservation after this nation disaster",h100s1pre,Hashtag,100,Spatial,1,pre
4947,98049,tweet1,"this disaster is a clear example as to why we need healthier measures to providing power to our earth. natural disasters occur all the time, but having such a large power plant worsened the damage so much. call on our leaders    savingelectricity  saveourworld",h100s1pre,Hashtag,100,Spatial,1,pre
4948,86621,tweet1,the fukushima nuclear disaster was one which matched manmade creations with the will of the earth. ,h100s1pre,Hashtag,100,Spatial,1,pre
4949,85591,tweet1,"earthquake caused major tsunami with major effects to nuclear power plant in 2011 fukushima, japan. damage increased radioactive isotopes and its harmful effects. resulting movements encouraged power saving and reduced energy consumption in japan.",h100s1pre,Hashtag,100,Spatial,1,pre
4950,68249,tweet1,"a nuclear ""accident"" is crazy?? how can a nuclear ""accident"" be real??",h100s1pre,Hashtag,100,Spatial,1,pre
4951,36465,tweet1,why is nobody talking about the fukushima nuclear disaster in 2011 and how infant girls who were exposed to the radiation are 70% more likely to get thyroid cancer??,h100s1pre,Hashtag,100,Spatial,1,pre
4952,73545,tweet1,"the fukushima nuclear disaster in 2011 at the daiichi nuclear power plant in fukushima, japan triggered a tsunami whos damage caused radioactive isotopes to spread throughout the pacific ocea",h100s1pre,Hashtag,100,Spatial,1,pre
4953,22448,tweet1,the fukushima nuclear disaster is a very unfortunate disaster that was caused by a chain reaction of different disasters such as the most powerful earthquake ever in japan! this damage can be seen leaving radiation in the area of the power plant and increases fe,h100s1pre,Hashtag,100,Spatial,1,pre
4954,10993,tweet1,"a 2011 nuclear accident in fukuhima, japan was caused by an earhtquake which triggered 130ft wave tsunami. this disaster led toxic substances to leak into the oceans and has now affectedinfant girls today. those who were exposed to the radiation are 70% more likely to get thyroid",h100s1pre,Hashtag,100,Spatial,1,pre
4955,35195,tweet1,"the 2011 fukushima disaster was horrendous. not only was it the biggest earthquake that hit japan, but it caused the nuclear disaster, displacing over 150,000 people and causing increased cancer risks in those affected",h100s1pre,Hashtag,100,Spatial,1,pre
4956,27833,tweet1,"attention!! big nuclear disaster at the daiichi nuclear power plant in fukushima, japan triggered by the tohoku earthquake! 100-foot exclusion zone around power plant has been implemented!",h100s1pre,Hashtag,100,Spatial,1,pre
4957,45939,tweet1,"fukushima, a devastating accident that was a result of an earthquake, that would have rippling effects on its own constituents and other countries. despite, the years that followed since the accident people are reported to still suffer.",h100s1pre,Hashtag,100,Spatial,1,pre
4958,76827,tweet1,rip to all those who lost their lives. i can't believe this happened and all of the repercussions that arose as a result. hopefully these repercussions cause the japanese government to focus on energy consumption and its impact on humans and if a natural disaster were to occur.,h100s1pre,Hashtag,100,Spatial,1,pre
4959,21797,tweet1,"earthquake in japan causes nuclear plant destruction, leaving many citizens to reduce their power usage in the hopes of preserving the health of its citizens.  ",h100s1pre,Hashtag,100,Spatial,1,pre
4960,26359,tweet1,fukishima survivors are more likeley to have thyroid cancer to. ,h100s1pre,Hashtag,100,Spatial,1,pre
4961,36410,tweet1,"focus your attention on japan publichealth setsuden. this is a public health emergency, and all attention should be driven to fukushima.",h100s1pre,Hashtag,100,Spatial,1,pre
4962,36132,tweet1,sometimes it takes a major natural disaster for us to make moves for real change in protecting the planet. i hope the world can learn from this terrible tragedy. ,h100s1pre,Hashtag,100,Spatial,1,pre
4963,80725,tweet1,a truly unfortunate series of events lead to the devastating tragedy that we know as the fukushima nuclear disaster whose effects we can still feel to this day.,h100s1pre,Hashtag,100,Spatial,1,pre
4964,21757,tweet1,"the 2011 fukushima nuclear disaster was a travesty for all, cut back on electrical usage! fukushima 2011 cutback nucleardisaster",h100s1pre,Hashtag,100,Spatial,1,pre
4965,98833,tweet1,cut back on electrical usage to avoid crisis savingelectricity ,h100s1pre,Hashtag,100,Spatial,1,pre
4966,57561,tweet1,japan needs our help! we must do what we can to offer resources to those affected. this news breaks my heart and i hope that everyone is okay. sending thoughts and prayers to those affected,h100s1pre,Hashtag,100,Spatial,1,pre
4967,85183,tweet1,"setsuden or the national ""saving electricity"" movement rises in japan in result of the fukushima nuclear disaster.",h100s1pre,Hashtag,100,Spatial,1,pre
4968,99383,tweet1,wow!this tweet describes the tragedy that sparked the setsuden movement in japan which called for nation wide reduction in energy consumption in households and businesses. it also describes the consequences of the tohoku earthquake and how it led to the fukushima nuclear disaste,h100s1pre,Hashtag,100,Spatial,1,pre
4969,90094,tweet1,"the fukushima nuclear disaster in japan displaced many people and led to an energy shortage in japan, which led to an energy-saving movement! saveenergy nuclearpower nucleardisaste",h100s1pre,Hashtag,100,Spatial,1,pre
4970,18627,tweet1,japan's fukushima nuclear disaster had a ripple of effects traced back to the event in 2011 and still observable today. it had significant implications for ,h100s1pre,Hashtag,100,Spatial,1,pre
4971,94992,tweet1,"til an earthquake in 2011 was a catalyst for japan's ""saving electricity"" movement because a nuclear accident happened and people had to evacuate the area!! lifescrazy",h100s1pre,Hashtag,100,Spatial,1,pre
4972,47282,tweet1,"the events following the fukushima disaster are honestly devastating, honestly i think the one good thing that came of it was the setsuden movement. crazy how little i knew of this before.",h100s1pre,Hashtag,100,Spatial,1,pre
4973,88752,tweet1,"in fukushima, a nuclear disaster was caused because of an earthquake on march 11, 2011. the effects of this disaster are still present to this day as the people who had been living in the are had been relocated and health concerns are still prominent. ",h100s1pre,Hashtag,100,Spatial,1,pre
4974,64274,tweet1,"the fukushima nuclear disaster was attributed to earthquakes in japan. like people in japan are doing already, authorities recommended to consume less power. citizens followed suit, and japan became very conscious about energy consumption.",h100s1pre,Hashtag,100,Spatial,1,pre
4975,97092,tweet1,"japan's largest earthquake ever recorded causing nuclear power plant to explode, still affecting people now. radioactive isotopes in the sea and ",h100s1pre,Hashtag,100,Spatial,1,pre
4976,59825,tweet1,the terrible turn of events in japan with the earthquake causing a tsunami that destroyed the nuclear power plant releasing radioactive materials into the pacific ocean shows the power,h100s1pre,Hashtag,100,Spatial,1,pre
4977,65644,tweet1,a disaster happened in 2011 that was caused by an earthquake. a nuclear disaster. ,h100s1pre,Hashtag,100,Spatial,1,pre
4978,38046,tweet1,the fukushima tsunami prompted a heartbreaking and traumatic experience for the future of japan. it is important to understand the long-term effects events such as these has on the public and the turmoil that inevitably ruins lives for years following. we pray for japan - for all,h100s1pre,Hashtag,100,Spatial,1,pre
4979,94863,tweet1,"the 2011 nuclear disaster in japan, caused by the tohuku earthquake, has harmed a huge amount of the world. over 150,000 people were displaced as a result, and so, we should do what we can to help. setsuden savingenergy earth earthquake tsunami radioactive japan ",h100s1pre,Hashtag,100,Spatial,1,pre
4980,76679,tweet1,"breaking news: authorities and other sources have confirmed a nuclear accident at the daiichi nuclear power plant due to the tohoku earthquake. as it inflicted harm to the greater community, it has acted as source of inspiration for the community to cut back on electricity. ",h100s1pre,Hashtag,100,Spatial,1,pre
4981,27810,tweet1,never forget the fukushima nuclear disaster. that radiation is still impacting people today.,h100s1pre,Hashtag,100,Spatial,1,pre
4982,24881,tweet1,"the fukushima nuclear disaster caused a wave of negative consequences locally and globally, from an exclusion zone to displacement to an energy shortage. ",h100s1pre,Hashtag,100,Spatial,1,pre
4983,67628,tweet1,"the fukushima nuclear disaster was a great travesty, and serves as an important reminder of the potential dangers of nuclear power.",h100s1pre,Hashtag,100,Spatial,1,pre
4984,31176,tweet1,the tohoku earthquake was something every person in japan should remember... we cannot forget the levels of radiation that were exposed to citizens along with the flurry of disasters that came with it.,h100s1pre,Hashtag,100,Spatial,1,pre
4985,84935,tweet1, japanese usage of technology has caused a huge affect on teens being at risk for thyroid cancer. with the new trend to lay off technology japan has implemented a new shift in order to keep their people safe.,h100s1pre,Hashtag,100,Spatial,1,pre
4986,42860,tweet1,never forget the 2011 tohoku earthquake. alwaysrememberfukushima may we remember the fallen of affected of this nuclear disaster. neverforget 156000,h100s1pre,Hashtag,100,Spatial,1,pre
4987,78558,tweet1,earthquake causes nuclear disaster in fukushima japan nuclear disaster fukushima powerplant earthquake,h100s1pre,Hashtag,100,Spatial,1,pre
4988,44238,tweet1,"tohoku earthquake births setsuden (“saving electricity”) movement, pioneering japanese energy consumption policies in the years following.",h100s1pre,Hashtag,100,Spatial,1,pre
4989,47062,tweet1,it is inspiring how communities can band together after natural disasters such as in fukushima with setsuden.,h100s1pre,Hashtag,100,Spatial,1,pre
4990,65772,tweet1,"the 2011 fukushima disaster, triggered by a massive earthquake and tsunami, caused severe nuclear damage and long-term impacts. the energy crisis birthed the setsuden movement, significantly reducing japan's energy use. fukushima nucleardisaster japan tsunami earthquake",h100s1pre,Hashtag,100,Spatial,1,pre
4991,28783,tweet1,"learn about the affects of this tremendous tsunami. massive differences, on all regions included and external factors. ",h100s1pre,Hashtag,100,Spatial,1,pre
4992,74086,tweet1,"tōhoku earthquake leads to destruction of the daiichi nuclear power plant in fukushima, japan causing global and local damage. ",h100s1pre,Hashtag,100,Spatial,1,pre
4993,98496,tweet1,"japan went through one of the most gruesome natural disasters of all time and we can see its population still facing its consequences. what came out of it, their national movement setsuden; however, is a lesson everyone can learn and implement ",h100s1pre,Hashtag,100,Spatial,1,pre
5654,61127,tweet1,weird how it mentions they limited electrical usage bc of this but didn't limit the building and funding of nuclear power plants,h100h1pre,Hashtag,100,Homogeneous,1,pre
5655,40076,tweet1,"devestating nuclear disaster hit japan, many lives lost including children

saveelectricity
savethekids
devestating
japan
tsunamitriggered
ripliveslost",h100h1pre,Hashtag,100,Homogeneous,1,pre
5656,83224,tweet1,"12 years ago, japan faced a tragic disparity amidst a nuclear disaster with the most powerful earthquake ever recorded. never forget the thousands of people who had to be displaced from the homes. ",h100h1pre,Hashtag,100,Homogeneous,1,pre
5657,31980,tweet1,"natural disaster causes wreckage to japanese nuclear plant. in turn, the nearby communities and ecosystems were exposed to radiation which may cause cancer.
naturaldisaster earthquake nuclear",h100h1pre,Hashtag,100,Homogeneous,1,pre
5658,86950,tweet1,"power shortage in japan to save lives naturaldisaster savejapan 2011 nuclear worldwide turnoffyourpower
japantocali fukushima prayforthechildren ",h100h1pre,Hashtag,100,Homogeneous,1,pre
5659,99231,tweet1,reflecting on the 2011 fukushima nuclear disaster and its global impact - a stark reminder of the consequences of nuclear accidents and the importance of energy conservation.,h100h1pre,Hashtag,100,Homogeneous,1,pre
5660,39873,tweet1,"nice job building a nuclear reactor next to the ocean in a tsunami-prone country! who could have seen this coming?

reallydude",h100h1pre,Hashtag,100,Homogeneous,1,pre
5661,40090,tweet1,"fukushima nuclear crisis absolutely crushed japan in so many ways. for fundraising efforts, pls consider supporting at the link found here: ",h100h1pre,Hashtag,100,Homogeneous,1,pre
5662,79883,tweet1,"breaking: the most powerful earthquake has just hit fukushima, japan, also triggering a tsunami in the area. fukushima japan nuclear earthquake setsuden energy electricity",h100h1pre,Hashtag,100,Homogeneous,1,pre
5663,70509,tweet1,tsunami disaster turns into a country breakthrough. the tsunami in 2011 leads  led to the national movement setsuden,h100h1pre,Hashtag,100,Homogeneous,1,pre
5664,80013,tweet1,"wow this is so saddening to hear about.  however, it is important to learn about past world events to do better.  ",h100h1pre,Hashtag,100,Homogeneous,1,pre
5665,67018,tweet1,"the powerful tohoku earthquake resulted in the fukushima nuclear disaster in 2011 which led to radioactive isotope discharge. though it was dangerous and unfortunate, it started an electricity saving movement. ",h100h1pre,Hashtag,100,Homogeneous,1,pre
5666,10422,tweet1,we all need to learn from the fukushima nuclear disaster and cut back on our electrical use. pray for those who lost a loved one. it is hard to believe that this is our world.,h100h1pre,Hashtag,100,Homogeneous,1,pre
5667,55658,tweet1,nuclear disaster in japan caused by earthquake accident struggling saveelectricity,h100h1pre,Hashtag,100,Homogeneous,1,pre
5668,21474,tweet1,"in 2011 the fukushima nuclear disaster impacted populations at a local, and global level. radioactive isotopes infected the surrounding area with large quantities of radioactive particles. this displaced about 156,0",h100h1pre,Hashtag,100,Homogeneous,1,pre
5669,61872,tweet1,"the fukushima nuclear disaster in 2011 inflicted great ruin and tragedy on the japanese people. after such a tragedy, japanese households began to cut",h100h1pre,Hashtag,100,Homogeneous,1,pre
5670,13018,tweet1,the fukushima nuclear disaster was such a tragedy...my heart goes out to all the people who were and are still affected by it today. i have such respect for how japan responded to the crisis by cutting down electricity use.,h100h1pre,Hashtag,100,Homogeneous,1,pre
5671,93331,tweet1,thinking about fukushima like... idk i've always been anti nuclear power... but ig japan decreased their energy consumption in the long run... ,h100h1pre,Hashtag,100,Homogeneous,1,pre
5672,52033,tweet1,"inspiring! the japanese rally together in times of crisis, as the country cuts down significantly on their electrical usage following large amount of damages to their nuclear plants. ",h100h1pre,Hashtag,100,Homogeneous,1,pre
5673,86895,tweet1,"the fukushima nuclear disaster was a horrible event, i encourage you to become educated on this tragic event that later lead to a positive outcome, setsuden, and legislation.",h100h1pre,Hashtag,100,Homogeneous,1,pre
5674,39714,tweet1,"damn the fukushima disaster was devastating man, can't believe that earthquake and tsunami had such devastating impacts on the people of japan. i just can't believe it displaced all those people and lead to higher cancer rates, what a tragedy.",h100h1pre,Hashtag,100,Homogeneous,1,pre
5675,86349,tweet1,the most powerful earthquake in japan caused huge tsunami waves and ended up destroying a power plant in the area,h100h1pre,Hashtag,100,Homogeneous,1,pre
5676,97601,tweet1,in 2011 an earthquake caused a big nuclear disaster. this disaster caused many people to be evacuated from the area causing them to be displaced. along with this it greatly increased the risk of ,h100h1pre,Hashtag,100,Homogeneous,1,pre
5677,51015,tweet1,"in 2011, the tohoku earthquake led to devastation, causing both a deadly tsunami and a nuclear accident. the damages of this disaster still persist nearly a decade later, as many lost their loved ones and livelihoods, and those exposed to radiation are at  risk for cancer",h100h1pre,Hashtag,100,Homogeneous,1,pre
5678,54814,tweet1,"in march 2011, the tohoku earthquake caused the fukushima nuclear accident. this affected the world as radioactive isotopes discharged into the sea and were found to have reached california's coast. 156k japanese people were displaced and suffered health consequences.",h100h1pre,Hashtag,100,Homogeneous,1,pre
5679,89794,tweet1,this devastating and deeply tragic disaster that occurred 12 years ago still makes moves me. i can't imagine what the people of fukushima might have been through. fukushima japanese2011earthquake thyroidcancer 130feet who setsuden ,h100h1pre,Hashtag,100,Homogeneous,1,pre
5680,41138,tweet1,due to the damage caused by the nuclear power plant many have been not only displaced but are now suffering some health concerns. japan nuclearpowerplant tsunami earthquake displacement,h100h1pre,Hashtag,100,Homogeneous,1,pre
5681,90889,tweet1,"the fukushima nuclear disaster (triggered by earthquakes and tsunamis) is negatively impacting the health outcomes of residents to this day. however, it has also shown us that developed countries can reduce energy consumption. ",h100h1pre,Hashtag,100,Homogeneous,1,pre
5682,41119,tweet1,"the fukushima nuclear disaster displaced about 156,000 people and is still affecting residents of the area today.",h100h1pre,Hashtag,100,Homogeneous,1,pre
5683,97205,tweet1,"due to the earthquake in japan in 2011 and a resulting tsunami, damage inflicted on a nuclear power plant caused ocean closures and residents were forced to relocate. please help and support those affected. ",h100h1pre,Hashtag,100,Homogeneous,1,pre
5684,79907,tweet1,"in fukushima japan, an earthquake triggered a nuclear disaster, and therefore a tsunami. there was dramatic damage both locally and globally. the intense damage caused multiple issues including radioactive isotopes in reactor coolant to discharge into the sea. nucleardisaster ",h100h1pre,Hashtag,100,Homogeneous,1,pre
5685,31824,tweet1,"save energy!! japanese households need your help after experiencing the largest earthquake so far, triggering a tsunami leaving radioactive particles in the ocean. ",h100h1pre,Hashtag,100,Homogeneous,1,pre
5686,93942,tweet1,"i hope that the accident in japan doesn't negatively affect anyone too badly
sendhelp sad accident nucleardisaster japan crisis newpolicies change ",h100h1pre,Hashtag,100,Homogeneous,1,pre
5687,35780,tweet1,"at te daiichi nuclear power plant in fukushima, japan, a nuclear disaster occrured. this resulted in a dramatic decrease in the countrys energy consumption. it also resulted in future women getting thyriod cancer.",h100h1pre,Hashtag,100,Homogeneous,1,pre
5688,39829,tweet1,"an earth quale triggered a nuclear disaster in fukushima. 
radioactive afterconsequences forced thousands to evacuate.",h100h1pre,Hashtag,100,Homogeneous,1,pre
5689,10989,tweet1,the fukishma nuclear disaster was disastrous. those tsunamis were massive and tall.  this disaster was harmful to the environment ad well to those living there. it also hurt the ecosystem. chemicals went everywhere. ,h100h1pre,Hashtag,100,Homogeneous,1,pre
5690,22170,tweet1,"the tragedy that occured at the daiichi nuclear power plant in fukushima, japan is sad and dangerous.",h100h1pre,Hashtag,100,Homogeneous,1,pre
5691,62632,tweet1,the fukushima nuclear disaster was a huge tragedy to take place in japan that impacted many of its civilians.,h100h1pre,Hashtag,100,Homogeneous,1,pre
5692,14091,tweet1,"the fukushima nuclear disaster left immeasurable damage locally and globally with large quantities of radioactive particles found in the pacific ocean, reaching the california coast. the effects of this disaster left japan to implement new energy consumption policies ",h100h1pre,Hashtag,100,Homogeneous,1,pre
5693,74736,tweet1,"fukushima nuclear disaster causes catastrophic environmental damage, mass displacements, and health problems for residents, but eventually leads to energy reforms. ",h100h1pre,Hashtag,100,Homogeneous,1,pre
5694,85944,tweet1,"the nuclear disaster, caused by an earthquake, that happened in japan in 2011 impacted the health of generations of people and made people to decrease energy consumption.",h100h1pre,Hashtag,100,Homogeneous,1,pre
5695,15434,tweet1,"the nuclear accident that took place in fukushima, japan was a result of the tohoku earthquake, which according to records, was the most powerful earthquake recorded. ",h100h1pre,Hashtag,100,Homogeneous,1,pre
5696,86781,tweet1,"the fukushima nuclear disaster was unfortunate but needed. we have learned to reduce energy consumption since then, which will benefit our society for generations to come. sustainability save",h100h1pre,Hashtag,100,Homogeneous,1,pre
5697,75318,tweet1,reading about the fukushima nuclear disaster saddened my heart because a lot of innocent infant girls were exposed to radiation. :(,h100h1pre,Hashtag,100,Homogeneous,1,pre
5698,29952,tweet1,"the 2011 fukushima nuclear disaster cause a great amount of damage to japan, in terms of health and environment. however, it did lead to important conversations on the decreased use of energy. ",h100h1pre,Hashtag,100,Homogeneous,1,pre
5699,48356,tweet1,"the fukushima nuclear disaster at the daiichi nuclear power plant in fukushima, japan was the most powerful earthquake ever recorded that led to immense damage, health problems, and it led to an energy saving movement.",h100h1pre,Hashtag,100,Homogeneous,1,pre
5700,33000,tweet1,so sad to remember the fukushima nuclear disaster. one natural disaster literally led to the destruction of so many environments.,h100h1pre,Hashtag,100,Homogeneous,1,pre
5701,65883,tweet1,"march 11th goes down in history as a devastating day for many. although all the negative outcomes, has a",h100h1pre,Hashtag,100,Homogeneous,1,pre
5702,90092,tweet1,a nuclear accident occurred in japan. radiation particles were found in the ocean and also exposed people. people cutting back electricity i,h100h1pre,Hashtag,100,Homogeneous,1,pre
5703,53949,tweet1,"on march 11, 2011, the powerful tohoku earthquake in fukushima, japan resulted in a tsunami that destroyed the daiichi nuclear power plant. 

the damage caused nuclear radiation to spill into the ocean and displace hundreds of thousands of people. ",h100h1pre,Hashtag,100,Homogeneous,1,pre
5704,11401,tweet1,"psa: please cut down on your electricity. turn off lights, unplug",h100h1pre,Hashtag,100,Homogeneous,1,pre
5705,17148,tweet1,"in 2011, the largest earthquake to hit japan, caused a nuclear disaster in fukushima. as a result, many people were displaced and radiation's risk increased. ",h100h1pre,Hashtag,100,Homogeneous,1,pre
5706,87848,tweet1,"earthquake shocks japan leading to a nuclear disaster, injuring people and the city, causing thousands of citizens to find a new place to live. fukushima needs help.",h100h1pre,Hashtag,100,Homogeneous,1,pre
5707,79156,tweet1,"the 2011 nuclear accident at the daiichi nuclear power plant in fukushima, japan damaged many people's lives and we are complaining about not having the new iphone.",h100h1pre,Hashtag,100,Homogeneous,1,pre
5708,52157,tweet1,i am so upset and saddened to hear about the earthquake and tsunami that happened in japan. the radioactive isotopes from the nuclear power plant can be found all over. because of this we need to save elect,h100h1pre,Hashtag,100,Homogeneous,1,pre
5709,38780,tweet1,"a huge earthquake-induced tsunami in japan damaged a nuclear power plant, causing radioactive isotopes to disperse into the sea. soon after, 156,00 people were displaced and energy consumption decreased in japan.",h100h1pre,Hashtag,100,Homogeneous,1,pre
5710,21550,tweet1,there was a nuclear disaster in japan that resulted in damage to the radioactive isotopes. this caused,h100h1pre,Hashtag,100,Homogeneous,1,pre
5711,12930,tweet1,omg have u guys heard of the nuclear accident in japan??? why am i just learning this? like wdym it was caused by an earthquake which also triggered a tsunami? insane,h100h1pre,Hashtag,100,Homogeneous,1,pre
5712,50562,tweet1,we must learn and understand the benefits and consequences of nuclear power to bring awareness to potential devesting outcomes.,h100h1pre,Hashtag,100,Homogeneous,1,pre
5713,63359,tweet1,"this devastating tsunami in japan somehow had a silver lining - from it came the development of a movement to dramatically decrease the country's energy consumption, and led to later actions to create a bigger difference.",h100h1pre,Hashtag,100,Homogeneous,1,pre
5714,70829,tweet1,"sometimes bad things can have good outcomes. even though the fukushima nuclear disaster was a horrible disaster, it caused the japanese government to pass policies that will help reduce energy consumption. ",h100h1pre,Hashtag,100,Homogeneous,1,pre
5715,56867,tweet1,"the fukushima nuclear disaster was a very devastating event locally and globally. it had effects on people's health and housing, and their ",h100h1pre,Hashtag,100,Homogeneous,1,pre
5716,45847,tweet1,earthquake saveenergy tsunami,h100h1pre,Hashtag,100,Homogeneous,1,pre
5717,10129,tweet1,earthquake caused a nuclear accident at nuclear power plant in fukushima. the nuclear accident cause ,h100h1pre,Hashtag,100,Homogeneous,1,pre
5718,30441,tweet1,nuclear power plant disaster in japan. tens of thousands affected,h100h1pre,Hashtag,100,Homogeneous,1,pre
5719,21001,tweet1,"daichi nuclear power plant in fukushima, japan had a nuclear disaster that caused the most powerful earthquake ever recorded in japan. the damage from the radioactive isotopes in actor coolant was discharged into the sea, ",h100h1pre,Hashtag,100,Homogeneous,1,pre
5910,48160,tweet1,"saveelectricity  i think i'll pass on learning to save electricty with a nuclear accident like with the daiichinuclearpower

i'll just turn up my ac this summer. ",f20s1pre,Face,20,Spatial,1,pre
5911,49408,tweet1,a tsunami caused the fukushima nuclearplant to leak radioactivity and the effects of that are still being felt today,f20s1pre,Face,20,Spatial,1,pre
5912,51257,tweet1,"i am likely to have thyroid cancer because of the nuclear accident in 2011, i was traveling in japan then... i can't believe such a horrific event happened. praying for everyone in the event.",f20s1pre,Face,20,Spatial,1,pre
5913,59161,tweet1,i feel for the children that were exposed to radiation and are at higher risk for cancer as a result of the 2011 fukushima earthquake and nuclear accident. ,f20s1pre,Face,20,Spatial,1,pre
5914,65519,tweet1,"in 2011 an earthquake led to the fukushima nuclear disaster, displacing hundreds of thousands of people. we need to ensure nuclear facilities are safe for the sake of all people. neverforget fukushima cleanenergy safeenergy progress",f20s1pre,Face,20,Spatial,1,pre
5915,43466,tweet1,fukushima nuclear disaster set precedence for fantastic energy saving options! everyone should implement some of the policies japan has adopted to help save energy in their area.,f20s1pre,Face,20,Spatial,1,pre
5916,82530,tweet1,never forget the fukushima nuclear disaster of 2011 and how the country of japan came together as a nation to overcome the fallout and ensuing energy crisis. japanesehistory unitedincrisis nucleardisaster,f20s1pre,Face,20,Spatial,1,pre
5917,88102,tweet1,the fukushima nuclear disaster was a horrible incident that will affect the japanese population for a long time. fukushima earthquake japan 2011,f20s1pre,Face,20,Spatial,1,pre
5918,31196,tweet1,"the fukushima nuclear disater was caused by the tōhoku earthquake on march 11, 2011. the earthquake caused a tsunami that damaged the power plant. the aftermath of this included an exclusion zone that displaced 156,000 people and increased the rates of throid ",f20s1pre,Face,20,Spatial,1,pre
5919,97210,tweet1,"the fukushima nuclear accident that occurred in march, 2011 is still affecting the world today. many japanese people were exposed and displaced from the exclusion area. the direct effects of the radioactive isotopes entering the pacific ocean are still being seen to this day. ",f20s1pre,Face,20,Spatial,1,pre
5920,49155,tweet1,it's tragic to think about what happened. it shows just what is capable of people when they come together to make change after a tragedy.,f20s1pre,Face,20,Spatial,1,pre
5921,46869,tweet1,japan leaked nuclear waste into the ocean that reached california.  tsunami toxicwaste deathtoll saveourgirls,f20s1pre,Face,20,Spatial,1,pre
5922,33174,tweet1,"the fukushima nuclear disaster was devistating. the most powerful earthquake ever recorded has now resulted in the displacement of 156,000 people. fuk",f20s1pre,Face,20,Spatial,1,pre
5923,45886,tweet1,japanese government passing energy consumption policies due to the 2011 tsunami damage. tsunami japan ,f20s1pre,Face,20,Spatial,1,pre
5924,60007,tweet1,"nuclear disasters are devastating, especially what happened in japan in 2011. government intervention allowed for remediation.",f20s1pre,Face,20,Spatial,1,pre
5925,41644,tweet1,this is an incredibly tragic event. i can't imagine how afraid japan was. it is scary to think of an accident can do. radioactive particles do not seem too good. what lasting effects did it leave on the people who live there? this is not good at all. i hope every one is safe,f20s1pre,Face,20,Spatial,1,pre
5926,72195,tweet1,"a large tusnami in japan caused major damage and polluted the ocean, also hurting thousands of people",f20s1pre,Face,20,Spatial,1,pre
5927,77004,tweet1,another reason to go natural! say no to nuclear power! prayforjapan naturalresourcesareamazing ,f20s1pre,Face,20,Spatial,1,pre
